Rank,Name,Elevation,Latitude,Longitude,State,Prominence
106,MT ABRAHAM (M PK),3750,44.95777778,-70.30472222,ME,
107,GLASTENBURY MTN,3748,42.97777778,-73.07222222,VT,
108,MT LOWELL,3740,44.10361111,-71.41861111,NH,
109,MT ANDERSON,3740,44.1125,-71.41833333,NH,
110,SHELBURNE MORIAH MTN,3735,44.35305556,-71.09916667,NH,
111,SHREWSBURY PK,3730,43.57555556,-72.80638889,VT,
112,HUTCHINS MTN MT PILOT,3730,44.54805556,-71.455,NH,
113,COBURN MTN,3730,45.46861111,-70.12694444,ME,2520
114,BUNNEL MTN (BLUE MTN),3730,44.79138889,-71.47916667,NH,1800
115,MT DARTMOUTH,3727,44.3025,-71.38416667,NH,
116,MT BEMIS,3725,44.12694444,-71.39416667,NH,
117,WEST KENNEBAGO MTN,3713,45.10694444,-70.81694444,ME,
118,STERLING MTN (WHITE FACE MTN),3713,44.58222222,-72.74027778,VT,1543
119,SUGARLOAF,3710,44.74416667,-71.46833333,NH,
120,BLACK NUBBLE,3710,45.03194444,-70.4475,ME,
121,KENNEBAGO DIVIDE (S PK),3705,45.20583333,-70.82888889,ME,
122,MT HUNTINGTON (S PK),3700,44.04611111,-71.48555556,NH,
123,MT HUNTINGTON,3700,44.05,-71.49166667,NH,
124,MT HALE (S PK),3700,44.20083333,-71.51916667,NH,
125,BARREN MTN,3696,45.91916667,-68.98305556,ME,
126,MT FIELD (W PK),3691,44.18916667,-71.4475,NH,
127,BOLTON MTN,3690,44.44916667,-72.84027778,VT,1800
128,(MT ETHAN ALLEN),3688,44.29361111,-72.88472222,VT,
129,MT WEEKS (M PK),3684,44.44944444,-71.37972222,NH,
130,GOOSE EYE MTN (N PK),3675,44.51611111,-70.98888889,ME,
131,MT DECEPTION (E PK),3671,44.29361111,-71.42111111,NH,
132,MT ABRAHAM (S PK),3671,44.94361111,-70.29083333,ME,
133,THE OWL,3670,45.90916667,-68.95861111,ME,
134,GARFIELD RIDGE (W PK),3667,44.18972222,-71.59583333,NH,
135,GENERAL STARK MTN,3662,44.18416667,-72.92916667,VT,
136,BALDPATE MTN (W PK),3662,44.60138889,-70.9025,ME,
137,LONG MTN (W PK),3661,44.66944444,-71.40277778,NH,
138,LONG MTN (M PK),3661,44.6799,-71.3794,NH,1711
139,TERRACE MTN (E PK),3655,44.47722222,-71.39583333,NH,
140,SADDLEBACK JUNIOR,3655,44.95805556,-70.45833333,ME,
141,WHITE CAP MTN,3654,45.55444444,-69.24722222,ME,2624
142,RUMP MTN,3654,45.20361111,-71.06388889,ME,1524
143,KIBBY MTN,3654,45.41861111,-70.54472222,ME,2264
144,MADONNA PK,3650,44.56138889,-72.75888889,VT,
145,EAST KENNEBAGO MTN (W PK),3650,45.10194444,-70.63888889,ME,
146,CARIBOU MTN (W PK),3650,45.42972222,-70.62361111,ME,
147,COW RIDGE,3645,45.19194444,-70.72944444,ME,1435
148,MT PUTNAM (WORCESTER),3642,44.41833333,-72.63888889,VT,2472
149,BOUNDARY BALD MTN,3630,45.76666667,-70.20416667,ME,2002
150,STUB HILL,3627,45.10666667,-71.09805556,NH,
151,MT GRANT,3623,44.05194444,-72.92666667,VT,
152,SCAR RIDGE (E PK),3620,44.01916667,-71.56555556,NH,
153,MT HITCHCOCK (M PK),3620,44.07416667,-71.54,NH,
154,WHITCOMB MTN (N PK),3615,44.78555556,-71.37861111,NH,
155,PILOT RIDGE (M PK),3615,44.53388889,-71.43777778,NH,
156,NORTH BALDFACE,3610,44.24277778,-71.0875,NH,
157,GORE MTN,3610,44.77388889,-71.46583333,NH,
158,BURNT HILL,3609,45.03555556,-70.28277778,ME,
159,PLINY MTN,3606,44.41666667,-71.39333333,NH,
160,SCAUR PK,3605,43.985,-71.45055556,NH,
161,BOIL MTN,3601,45.24305556,-70.73611111,ME,
162,WEST PK,3593,44.75416667,-71.49638889,NH,
163,OLD BLUE MTN,3592,44.74694444,-70.76611111,ME,
164,CARIBOU MTN (M PK),3591,45.43527778,-70.615,ME,
165,GARFIELD RIDGE (E PK),3590,44.19277778,-71.5825,NH,
166,BEMIS MTN,3590,44.79472222,-70.76861111,ME,
167,TUMBLEDOWN MTN,3588,45.44916667,-70.47083333,ME,
168,MT SNOW,3586,42.95916667,-72.92388889,VT,
169,MT HUNGER (N PK),3586,44.40083333,-72.64388889,VT,
170,CHERRY MTN (MT MARTHA),3572,44.33083333,-71.49972222,NH,1574
171,SOUTH BALDFACE,3570,44.23083333,-71.07833333,NH,
172,PILOT RIDGE (E PK),3570,44.52833333,-71.42861111,NH,
173,JACKSON MTN,3568,44.76222222,-70.52055556,ME,1798
174,MT SUCCESS,3565,44.47138889,-71.03972222,NH,
175,MT CARLO,3565,44.48916667,-71.00861111,ME,
176,MT CLOUGH,3561,44.02916667,-71.87277778,NH,
177,UNNAMED BDY PK (DENNISON BOG),3552,45.2375,-70.83694444,ME,
178,TRAVELER MTN (THE TRAVELER),3551,46.07277778,-68.845,ME,2331
179,MT ROOSEVELT,3550,44.02,-72.91833333,VT,
180,THE FOOL KILLER,3548,43.97138889,-71.42694444,NH,
181,UNNAMED BDY PK BROWN (N PK),3541,45.4025,-70.62194444,ME,
182,THE CAPTAIN CARRIGAIN POND PK,3540,44.08388889,-71.46277778,NH,
183,TWIN MTNS,3536,45.15194444,-70.825,ME,
184,FARR PK,3522,43.80916667,-72.94444444,VT,
185,BAKER MTN,3521,45.57111111,-69.39444444,ME,2191
186,SABLE MTN,3519,44.21472222,-71.09638889,NH,
187,DORSET MTN (W PK),3515,43.30861111,-73.06416667,VT,
188,UNNAMED PK UNKNOWN POND,3510,44.52861111,-71.38083333,NH,
189,UNNAMED PK RAIN (W PK),3510,45.39805556,-70.59805556,ME,
190,SAVAGE MTN,3510,44.73194444,-71.545,NH,
191,SCAR RIDGE (M PK),3500,44.02527778,-71.58083333,NH,
192,MT WOLF,3500,44.0775,-71.75388889,NH,
193,MT HITCHCOCK (S PK),3500,44.06638889,-71.52861111,NH,
194,MT CHOCORUA,3500,43.95444444,-71.27388889,NH,
195,WORCESTER MTNS (N PK),3490,44.43055556,-72.61277778,VT,
196,DIXVILLE PK,3490,44.83583333,-71.31861111,NH,
197,DOUBLETOP MTN,3489,45.93583333,-69.06166667,ME,2079
198,MT GREYLOCK,3488,42.6374,-73.1662,MA,2474
199,BLOODROOT MTN,3485,43.78555556,-72.93777778,VT,
200,MT CLEVELAND,3482,44.04611111,-72.90833333,VT,
201,MT KELSEY,3472,44.80138889,-71.31444444,NH,
202,MAHOOSUC MTN,3470,44.54888889,-70.98666667,ME,
203,LITTLE JACKSON MTN,3470,44.75416667,-70.53611111,ME,
204,TWIN MTNS (SW PK),3469,45.14305556,-70.84527778,ME,
205,STAIRS MTN,3463,44.155,-71.31888889,NH,
206,MULLEN MTN,3463,45.97972222,-68.97555556,ME,
207,BOUNDARY BALD MTN (E PK),3459,45.77277778,-70.17888889,ME,
208,CARR MTN,3453,43.88472222,-71.84388889,NH,1480
209,FULLING MILL MTN,3450,44.53666667,-70.98,ME,
210,DEER MTN,3450,45.00472222,-70.92444444,ME,1540
211,UNNAMED PK BUMP (E PK),3447,45.45694444,-70.63361111,ME,
212,HAYSTACK MTN,3445,42.91361111,-72.91972222,VT,
213,EAST MTN,3439,44.66472222,-71.77055556,VT,2229
214,NORTH JAY PK,3438,44.9575,-72.53666667,VT,
215,PERU PK,3435,43.29444444,-72.93805556,VT,1477
216,MT O-J-I,3434,45.92777778,-69.01583333,ME,
217,UNNAMED PK BUMP,3430,45.45444444,-70.64527778,ME,
218,SISK MTN (N PK),3430,45.37472222,-70.63027778,ME,
219,PERCY PKS (N PK),3430,44.66305556,-71.43555556,NH,
220,GLASTENBURY MTN (W PK),3423,42.97777778,-73.11027778,VT,
221,STUB HILL (N PK),3422,45.11833333,-71.1025,NH,
222,EAGLE CLIFF,3420,44.16861111,-71.67194444,NH,
223,MT RESOLUTION,3415,44.1475,-71.31444444,NH,
224,GLASTENBURY MTN (N PK),3412,43.02805556,-73.03166667,VT,
225,RICKER MTN,3410,44.42055556,-72.82611111,VT,
226,NORTH JAY PK (S PK),3409,44.94694444,-72.54083333,VT,
227,WHITEWALL MTN,3405,44.1825,-71.4725,NH,
228,SPOTTED MTN (M PK),3401,45.04111111,-70.71861111,ME,1571
229,MT HUNTINGTON (W PK),3393,44.04361111,-71.50666667,NH,
230,STYLES PK,3392,43.27361111,-72.93861111,VT,
231,ONION HILL,3392,45.25305556,-70.72222222,ME,
232,TEAPOT MTN,3390,44.7475,-71.55666667,NH,
233,SALMON MTN,3390,45.24305556,-71.13388889,NH,
234,RICE MTN,3390,44.85277778,-71.24083333,NH,
235,MT PISGAH,3390,45.37277778,-70.66361111,ME,
236,MORSE MTN,3390,44.57638889,-72.75222222,VT,
237,BIGELOW MTN (HORNS POND PK),3390,45.1425,-70.34388889,ME,
238,MAGALLOWAY MTN,3383,45.06333333,-71.16305556,NH,
239,MILLEN HILL,3376,44.29361111,-71.36527778,NH,
240,MT TREMONT,3371,44.05333333,-71.3575,NH,1591
241,SIGNAL MTN,3370,44.20611111,-72.32555556,VT,2140
242,DEWEY MTN,3370,44.49361111,-72.82194444,VT,
243,CAPE LOOKOFF MTN,3370,43.85555556,-72.97333333,VT,
244,GILLESPIE PK (WHITE ROCKS MTN),3366,43.87138889,-72.97777778,VT,
245,MT CARMEL,3365,43.77444444,-72.92083333,VT,
246,MOTHER MYRICK MTN,3361,43.21333333,-73.11694444,VT,
247,BAKER MTN (M PK),3361,45.55805556,-69.38944444,ME,
248,BELVIDERE MTN,3356,44.77305556,-72.55138889,VT,1564
249,WHITCOMB MTN (M PK),3354,44.74361111,-71.37055556,NH,
250,LITTLE WILDCAT MTN,3350,44.27722222,-71.21,NH,
251,LUDLOW MTN (OKEMO MTN),3343,43.40388889,-72.75194444,VT,
252,ROUND MTN,3342,43.81555556,-72.885,VT,
253,DUCK POND MTN,3340,44.10694444,-71.39527778,NH,
254,WHITCOMB MTN (S PK),3338,44.73,-71.37194444,NH,
255,COLD HOLLOW MTNS,3337,44.7875,-72.68944444,VT,2165
256,SUNDAY RIVER WHITECAP,3335,44.54888889,-70.89722222,ME,
257,CHANDLER MTN,3335,44.20222222,-71.10638889,NH,
258,GORE MTN,3332,44.91972222,-71.79416667,VT,1971
259,MT HITCHCOCK (E PK),3331,44.07611111,-71.51472222,NH,
260,GLASTENBURY MTN (S PK),3331,42.93833333,-73.05805556,VT,
261,FLAT MTN,3331,43.92861111,-71.46222222,NH,
262,SPRUCE PK,3330,44.55083333,-72.78361111,VT,
263,MERRILL MTN,3330,45.47611111,-70.68777778,ME,
264,BLUE MTN (W PK),3326,44.79027778,-71.50555556,NH,
265,NORTH TURNER MTN,3325,45.9725,-68.84444444,ME,1715
266,CARIBOU MTN (E PK),3325,45.44416667,-70.6,ME,
267,BOYCE MTN,3323,43.97361111,-72.94111111,VT,
268,UNNAMED BOUNDARY PK (MON. 410),3319,45.445,-70.65138889,ME,
269,JACKSON MTN (N PK),3319,44.78083333,-70.52805556,ME,
270,NUMBER SIX MTN,3315,45.49416667,-70.40861111,ME,
271,MT KINEO,3313,43.92916667,-71.79888889,NH,
272,BALD MTN,3310,44.76611111,-71.98888889,VT,1780
273,BAKER MTN (S PK),3307,45.55138889,-69.39805556,ME,
274,MT HUNTINGTON (E PK),3306,44.03888889,-71.46944444,NH,
275,BLACK MTN,3304,44.22527778,-71.15611111,NH,
276,SPENCER BALE MTN,3301,45.41527778,-70.49888889,ME,
277,BEAR MTN,3301,43.20083333,-73.16722222,VT,
278,BIG COOLIDGE MTN,3294,44.07944444,-71.64305556,NH,
279,MT WORCESTER,3293,44.44333333,-72.59222222,VT,
280,GOSHEN MTN,3292,43.82944444,-72.97138889,VT,
281,SMART MTN (W PK),3290,45.46888889,-70.62861111,ME,
282,BEAR MTN (W PK) GREEN MTN,3290,44.45472222,-70.96527778,ME,
283,SALT ASH MTN,3286,43.5025,-72.77444444,VT,
284,KIBBY RANGE (N PK),3286,45.35222222,-70.57694444,ME,
285,LILY BAY MTN (E PK),3281,45.59055556,-69.41722222,ME,
286,BROMLEY,3281,43.22777778,-72.94027778,VT,
287,CRYSTAL MTN (N PK),3279,44.9375,-71.21027778,NH,
288,BLUE RIDGE MTN (S PK),3278,43.67805556,-72.90222222,VT,
289,UNNAMED PK BOUNDARY POND,3277,45.27055556,-71.11666667,NH,
290,SISK MTN,3270,45.34666667,-70.62861111,ME,
291,BURKE MTN,3270,44.57055556,-71.89333333,VT,1600
292,KEARSARGE NORTH,3268,44.10583333,-71.09444444,NH,1758
293,BLACK CRESCENT MTN (S PK),3264,44.43944444,-71.27111111,NH,
294,BIG BICKFORD MTN,3261,44.19694444,-71.65472222,NH,
295,SADDLE BALL MTN,3257,42.6137,-73.1916,MA,227
296,CENTER RIDGE (PEAK OF THE RIDGES),3254,46.07416667,-68.86861111,ME,
297,MT CRESCENT,3251,44.40416667,-71.29472222,NH,
298,UNNAMED PK (CUPSUPTIC POND),3250,45.22472222,-70.91611111,ME,
299,SLIDE MTN,3250,44.55055556,-70.9225,ME,
300,SADDLE HILL (E PK),3250,45.34416667,-71.00194444,ME,1120
301,HAY MTN,3250,45.5525,-69.27222222,ME,
302,SMART MTN,3245,45.47277778,-70.61055556,ME,
303,ENGINE HILL (S PK),3244,44.19388889,-71.28277778,NH,
304,SMARTS MTN,3238,43.82555556,-72.03916667,NH,2188
305,WORTH MTN,3234,43.91,-72.96416667,VT,
306,PERCY PKS (S PK),3234,44.65638889,-71.43555556,NH,
307,LILY BAY MTN,3234,45.59111111,-69.43694444,ME,
308,ROUND MTN (E PK),3230,43.80611111,-72.8525,VT,
309,GREEN PK (MT AEOLUS),3230,43.24055556,-73.03888889,VT,
310,DIAMOND RIDGE,3230,45.09194444,-71.13611111,NH,
311,CRYSTAL MTN (NW PK),3230,44.97222222,-71.23027778,NH,
312,MONASTERY MTN (W PK),3224,43.90694444,-72.93861111,VT,
313,LITTLE SPRUCE MTN,3222,45.53722222,-69.21722222,ME,
314,MT CUSHMAN,3221,43.95833333,-71.77916667,NH,
315,BEAR MTN,3220,44.02944444,-71.30222222,NH,1440
316,ADAMS MTN,3214,44.04361111,-72.80916667,VT,1804
317,WEST ROYCE MTN,3210,44.30222222,-71.01861111,NH,
318,SMITH PK,3210,43.57611111,-72.78416667,VT,
319,REDINGTON POND RANGE (S PK),3210,44.99805556,-70.41027778,ME,
320,FARMER MTN,3210,44.94694444,-70.33416667,ME,
321,BIG SPENCER MTN,3210,45.77555556,-69.44361111,ME,1920
322,PHILADELPHIA PK,3203,43.9,-72.88666667,VT,
323,MT PAUGUS,3198,43.95111111,-71.32944444,NH,
324,NORTH MOAT MTN,3196,44.04305556,-71.215,NH,
325,HAYSTACK MTN,3196,44.82333333,-72.53861111,VT,
326,BLACK CRESCENT MTN (N PK),3196,44.44666667,-71.28027778,NH,
327,THREE SLIDE MTN (W PK),3194,45.44277778,-70.43194444,ME,
328,MT HITCHCOCK (N PK),3194,44.08722222,-71.54472222,NH,
329,BIGELOW MTN (CRANBERRY PK),3194,45.14083333,-70.38083333,ME,
330,BIG SQUAW MTN,3194,45.48388889,-69.71194444,ME,2124
331,CAVE MTN,3191,44.88388889,-71.26611111,NH,
332,VAN DYKE MTN,3190,45.49277778,-70.67888889,ME,
333,UNNAMED PK (NORTHWEST POND),3190,45.31083333,-70.80888889,ME,
334,SPOTTED MTN (E PK),3190,45.04833333,-70.66638889,ME,
335,SADDLE HILL (W PK),3190,45.3477,-71.0106,ME,200
336,MT BLUE,3190,44.72805556,-70.3425,ME,1840
337,LOWER AZISCOHOS MTN,3190,44.91416667,-71.0025,ME,1640
338,DEER MTN (S PK),3190,45.18972222,-71.22583333,NH,
339,BLUE MTN (N PK),3190,44.82027778,-71.49305556,NH,
340,BLACK NUBBLE (W PK),3190,45.01638889,-70.46416667,ME,
341,NUMBER FIVE MTN,3186,45.50111111,-70.38722222,ME,
342,WHEELER MTN,3183,44.44861111,-70.90972222,ME,
343,BLACK MTN,3183,45.18694444,-70.65861111,ME,
344,"LUDLOW MTN, S MTN",3179,43.37722222,-72.76444444,VT,
345,WEST PK,3178,45.545,-69.29638889,ME,
346,SENECA MTN (S PK),3174,44.695,-71.80416667,VT,
347,BAG POND MTN,3173,45.305,-70.66083333,ME,
348,STERLING RANGE (N PK),3172,44.61416667,-72.76472222,VT,
349,STONEY BROOK MTN,3170,45.07055556,-70.37027778,ME,
350,SENECA MTN (E PK),3170,44.6975,-71.77472222,VT,
351,MT ETHAN ALLEN (E PK),3170,44.28444444,-72.86472222,VT,
352,MONASTERY MTN (E PK),3170,43.90333333,-72.91472222,VT,
353,BURNT ROCK MTN,3170,44.2675,-72.89611111,VT,
354,BIG SPENCER MTN (SW PK),3170,45.76138889,-69.46666667,ME,
355,BUTTERFIELD MTN,3167,44.18333333,-72.33972222,VT,
356,BOUNDARY BALD MTN (W PK),3167,45.77916667,-70.24,ME,
357,COW RIDGE (S PK),3162,45.1725,-70.74472222,ME,
358,BLACK MTN,3162,44.45638889,-70.90972222,ME,
359,ROUND MTN (N PK),3161,45.27611111,-70.685,ME,
360,MONADNOCK MTN,3159,42.86083333,-72.10888889,NH,2155
361,BEAVER MTN,3159,44.88166667,-70.63944444,ME,
362,MT CARDIGAN,3155,43.64916667,-71.91472222,NH,1925
363,NORTH TRAVELER MTN,3152,46.10027778,-68.85555556,ME,
364,ROUND MTN (M PK),3150,45.25972222,-70.67138889,ME,
365,KIRBY PK,3150,43.96277778,-72.94555556,VT,
366,BOSEBUCK MTN,3150,45.11416667,-71.05555556,ME,
367,MONADNOCK MTN,3148,44.8975,-71.54527778,VT,1538
368,MT MAYO,3143,44.46222222,-72.83888889,VT,
369,PUZZLE MTN,3142,44.54666667,-70.78888889,ME,
370,POPLAR RIDGE,3142,44.97222222,-70.44861111,ME,
371,CORPORATION MTN,3142,43.82916667,-72.87944444,VT,
372,MT HEDGEHOG,3140,43.94138889,-71.365,NH,
373,MT ASCUTNEY,3140,43.44361111,-72.455,VT,2289
374,MT KENT,3137,45.23138889,-71.095,NH,
375,BULL MTN,3136,45.1475,-70.87222222,ME,
376,UNNAMED PK (LEDGE POND),3130,44.91638889,-70.53527778,ME,
377,UNNAMED BDY PK (CUPSUPTIC PD),3130,45.24305556,-70.89833333,ME,
378,NORTHFIELD MTNS (S PK),3130,44.01833333,-72.80972222,VT,
379,GLASTENBURY MTN (NE PK),3130,43.05,-73.0075,VT,
380,UNNAMED PK (CARIBOU FLOW),3122,45.41611111,-70.5725,ME,
381,BIG SHANTY MTN,3121,45.54833333,-69.19527778,ME,
382,UNNAMED PK (READSBORO),3120,42.84888889,-72.97,VT,
383,MT CRAWFORD,3119,44.13666667,-71.33305556,NH,
384,EAST ROYCE MTN,3114,44.30722222,-71.00611111,ME,
385,WOODWARD MTN,3110,44.40666667,-72.83305556,VT,
386,WOODLAWN MTN,3110,43.3375,-73.09833333,VT,
387,SOUTH TURNER MTN,3110,45.94111111,-68.85111111,ME,
388,SANDY BAY MTN,3110,45.75416667,-70.39416667,ME,
389,ELEPHANT MTN (E PK),3110,44.77972222,-70.75027778,ME,
390,GRASS MTN,3109,43.05277778,-73.22416667,VT,2199
391,BIG SPRUCE MTN,3103,45.53222222,-69.24694444,ME,
392,BLUE RIDGE (N PK),3102,44.95583333,-71.24694444,NH,
393,MT TUCKER (W PK),3097,44.94972222,-71.16666667,NH,
394,MT RANDOLPH (N PK),3097,44.39666667,-71.31694444,NH,
395,BALDHEAD MTN (S PK),3097,44.82222222,-71.36777778,NH,
396,HOUGHTON MTN,3095,42.81888889,-73.08555556,VT,
397,UNNAMED PK (BRANCH POND),3090,43.06638889,-73.01694444,VT,
398,TUMBLEDOWN MTN (N PK),3090,44.75,-70.54916667,ME,
399,KIBBY MTN (E PK),3088,45.33472222,-70.53666667,ME,
400,KNOX MTN (M PK),3086,44.16527778,-72.35666667,VT,
401,MT PISGAH,3081,44.99555556,-71.21305556,NH,
402,UNNAMED PK (BARKER POND),3070,45.30583333,-71.03444444,ME,
403,LITTLE SPENCER MTN,3070,45.75833333,-69.53277778,ME,1780
404,LITTLE BIGELOW MTN,3070,45.13444444,-70.21722222,ME,
405,EAST HAVEN MTN,3070,44.62138889,-71.83333333,VT,
406,COBURN MTN (E PK),3070,45.48027778,-70.11166667,ME,
407,RICE MTN,3066,44.05638889,-72.80166667,VT,
408,LOON MTN (N PK),3065,44.03611111,-71.62166667,NH,
409,BALD CAP,3065,44.44944444,-71.10305556,NH,
410,MT HITCHCOCK (W PK),3064,44.07194444,-71.55333333,NH,
411,WOLF CUB GORDON POND PEAK,3063,44.07166667,-71.74,NH,
412,UNNAMED PK (MOSS GLEN FALLS),3062,44.03194444,-72.88555556,VT,
413,MT TABOR,3061,43.28194444,-72.96694444,VT,
414,WHALEBACK MTN (S PK),3060,44.08,-71.60888889,NH,
415,NORTH DOUBLEHEAD,3053,44.16777778,-71.13055556,NH,
416,UNNAMED PK SHOAL POND,3051,44.14972222,-71.48138889,NH,
417,UMPIRE MTN,3051,44.56972222,-71.9575,VT,
418,TWIN PKS,3050,45.31333333,-70.98972222,ME,
419,BLUE RIDGE MTN (N PK),3050,43.69194444,-72.91277778,VT,
420,BALD HILL,3050,44.31916667,-72.90777778,VT,
421,SENECA MTN (N PK),3049,44.71277778,-71.80166667,VT,
422,KIBBY RANGE (S PK),3043,45.32583333,-70.58527778,ME,
423,MOOSE MTN,3041,45.47444444,-70.58027778,ME,
424,BEAR MTN (E PK),3041,44.45722222,-70.93444444,ME,
425,PEAKED MTN,3037,45.455,-70.53472222,ME,
426,SPRUCE PK,3033,43.04444444,-73.21027778,VT,
427,UNNAMED BDY PK (MASS. BOG),3030,45.32805556,-70.81305556,ME,
428,SPRUCE MTN,3030,44.23444444,-72.35555556,VT,
429,RED RIDGE,3030,44.61,-71.02277778,ME,
430,POTATO NUBBLE,3030,44.97805556,-70.5025,ME,
431,LEROY PEAK,3030,45.44805556,-70.50138889,ME,
432,BRAINTREE MTN (N PK),3030,43.95305556,-72.78583333,VT,
433,ROUND MTN (E PK),3027,45.25805556,-70.65777778,ME,
434,SQUAWS BOSOM,3026,45.93333333,-69.08638889,ME,
435,UNNAMED PK (STAMFORD),3025,42.78666667,-73.1225,VT,
436,UNNAMED PK (TELEPHONE GAP),3022,43.75111111,-72.88833333,VT,
437,LONG MTN,3021,44.59111111,-70.8175,ME,
438,NORTH JAY PK (SW PK),3015,44.94083333,-72.57666667,VT,
439,GILPIN MTN,3015,44.90861111,-72.49527778,VT,
440,NUMBER SIX MTN (S PK),3011,45.47944444,-70.42277778,ME,
441,SPRUCE MTN (E PK),3010,44.72055556,-71.54888889,NH,
442,SPOTTED MTN (NW PK),3010,45.05333333,-70.75444444,ME,
443,SPOTTED MTN (N PK),3010,45.05527778,-70.74222222,ME,
444,MT DURBAN,3010,45.29527778,-71.10527778,NH,
445,MARBLE MTN,3010,45.33388889,-71.0125,ME,
446,HOOSAC RANGE,3010,42.75777778,-73.02666667,VT,
447,BOTTLE MTN,3010,45.18333333,-70.89666667,ME,
448,BLUE RIDGE (N PK),3009,44.0625,-71.76666667,NH,
449,MT ROSEBROOK,3004,44.24305556,-71.47166667,NH,
450,MT PARKER,3004,44.12361111,-71.29916667,NH,
451,TILLOTSON PK,3002,44.80666667,-72.55361111,VT,
