Rank,Name,Elevation,Latitude,Longitude,State,Prominence
38,WILDCAT RIDGE (D PK),4070,44.24916667,-71.22416667,NH,
39,MT HALE,4054,44.22166667,-71.5125,NH,
40,MT JACKSON,4052,44.20305556,-71.37583333,NH,
41,MT TOM,4051,44.21027778,-71.44666667,NH,
42,MT MORIAH,4049,44.34027778,-71.13222222,NH,
43,MT PASSACONAWAY,4043,43.95472222,-71.38111111,NH,
44,OWLS HEAD,4025,44.14416667,-71.60555556,NH,
45,GALEHEAD,4024,44.185,-71.57388889,NH,
46,MT WHITEFACE,4020,43.93666667,-71.40805556,NH,
47,MT WAUMBEK,4006,44.4325,-71.41777778,NH,
48,MT ISOLATION,4004,44.21472222,-71.31,NH,
49,MT TECUMSEH,4003,43.96638889,-71.55694444,NH,
50,SANDWICH MTN,3980,43.90027778,-71.49861111,NH,
51,THE BULGE,3950,44.51444444,-71.40861111,NH,
52,MT NANCY,3926,44.12222222,-71.405,NH,
53,THE HORN,3905,44.51777778,-71.40055556,NH,
54,MT WEEKS (N PK),3901,44.46138889,-71.38222222,NH,
55,MT WEEKS (S PK),3885,44.44222222,-71.38888889,NH,
56,THE SLEEPERS (W PK),3881,43.95416667,-71.43583333,NH,
57,VOSE SPUR,3862,44.10277778,-71.435,NH,
58,THE SLEEPERS (E PK),3860,43.94666667,-71.42583333,NH,
59,PEAK ABOVE THE NUBBLE,3813,44.22277778,-71.56194444,NH,
60,SCAR RIDGE (W PK),3774,44.02916667,-71.59583333,NH,
61,CANNON BALLS (NE PK),3769,44.15,-71.71055556,NH,
62,MT KANCAMAGUS,3763,44.01111111,-71.47944444,NH,
63,MT LOWELL,3740,44.10361111,-71.41861111,NH,
64,MT ANDERSON,3740,44.1125,-71.41833333,NH,
65,SHELBURNE MORIAH MTN,3735,44.35305556,-71.09916667,NH,
66,HUTCHINS MTN MT PILOT,3730,44.54805556,-71.455,NH,
67,BLUE MTN,3730,44.79138889,-71.47916667,NH,
68,MT DARTMOUTH,3727,44.3025,-71.38416667,NH,
69,MT BEMIS,3725,44.12694444,-71.39416667,NH,
70,SUGARLOAF,3710,44.74416667,-71.46833333,NH,
71,MT HUNTINGTON (S PK),3700,44.04611111,-71.48555556,NH,
72,MT HUNTINGTON,3700,44.05,-71.49166667,NH,
73,MT HALE (S PK),3700,44.20083333,-71.51916667,NH,
74,MT FIELD (W PK),3691,44.18916667,-71.4475,NH,
75,MT WEEKS (M PK),3684,44.44944444,-71.37972222,NH,
76,MT DECEPTION (E PK),3671,44.29361111,-71.42111111,NH,
77,GARFIELD RIDGE (W PK),3667,44.18972222,-71.59583333,NH,
78,LONG MTN (W PK),3661,44.66944444,-71.40277778,NH,
79,LONG MTN (M PK),3661,44.68,-71.38,NH,
80,TERRACE MTN (E PK),3655,44.47722222,-71.39583333,NH,
81,STUB HILL,3627,45.10666667,-71.09805556,NH,
82,SCAR RIDGE (E PK),3620,44.01916667,-71.56555556,NH,
83,MT HITCHCOCK (M PK),3620,44.07416667,-71.54,NH,
84,WHITCOMB MTN (N PK),3615,44.78555556,-71.37861111,NH,
85,PILOT RIDGE (M PK),3615,44.53388889,-71.43777778,NH,
86,NORTH BALDFACE,3610,44.24277778,-71.0875,NH,
87,GORE MTN,3610,44.77388889,-71.46583333,NH,
88,PLINY MTN,3606,44.41666667,-71.39333333,NH,
89,SCAUR PK,3605,43.985,-71.45055556,NH,
90,WEST PK,3593,44.75416667,-71.49638889,NH,
91,GARFIELD RIDGE (E PK),3590,44.19277778,-71.5825,NH,
92,"CHERRY MTN, MT MARTHA",3573,44.33083333,-71.49972222,NH,
93,SOUTH BALDFACE,3570,44.23083333,-71.07833333,NH,
94,PILOT RIDGE (E PK),3570,44.52833333,-71.42861111,NH,
95,MT SUCCESS,3565,44.47138889,-71.03972222,NH,
96,MT CLOUGH,3561,44.02916667,-71.87277778,NH,
97,THE FOOL KILLER,3548,43.97138889,-71.42694444,NH,
98,THE CAPTAIN CARRIGAIN POND PK,3540,44.08388889,-71.46277778,NH,
99,SABLE MTN,3519,44.21472222,-71.09638889,NH,
100,UNNAMED PK UNKNOWN POND,3510,44.52861111,-71.38083333,NH,
101,SAVAGE MTN,3510,44.73194444,-71.545,NH,
102,SCAR RIDGE (M PK),3500,44.02527778,-71.58083333,NH,
103,MT WOLF,3500,44.0775,-71.75388889,NH,
104,MT HITCHCOCK (S PK),3500,44.06638889,-71.52861111,NH,
105,MT CHOCORUA,3500,43.95444444,-71.27388889,NH,
106,DIXVILLE PK,3490,44.83583333,-71.31861111,NH,
107,MT KELSEY,3472,44.80138889,-71.31444444,NH,
108,STAIRS MTN,3463,44.155,-71.31888889,NH,
109,CARR MTN,3453,43.88472222,-71.84388889,NH,
110,PERCY PKS (N PK),3430,44.66305556,-71.43555556,NH,
111,STUB HILL (N PK),3422,45.11833333,-71.1025,NH,
112,EAGLE CLIFF,3420,44.16861111,-71.67194444,NH,
113,MT RESOLUTION,3415,44.1475,-71.31444444,NH,
114,WHITEWALL MTN,3405,44.1825,-71.4725,NH,
115,MT HUNTINGTON (W PK),3393,44.04361111,-71.50666667,NH,
116,TEAPOT MTN,3390,44.7475,-71.55666667,NH,
117,SALMON MTN,3390,45.24305556,-71.13388889,NH,
118,RICE MTN,3390,44.85277778,-71.24083333,NH,
119,MAGALLOWAY MTN,3383,45.06333333,-71.16305556,NH,
120,MILLEN HILL,3376,44.29361111,-71.36527778,NH,
121,MT TREMONT,3371,44.05333333,-71.3575,NH,
122,WHITCOMB MTN (M PK),3354,44.74361111,-71.37055556,NH,
123,LITTLE WILDCAT MTN,3350,44.27722222,-71.21,NH,
124,DUCK POND MTN,3340,44.10694444,-71.39527778,NH,
125,WHITCOMB MTN (S PK),3338,44.73,-71.37194444,NH,
126,CHANDLER MTN,3335,44.20222222,-71.10638889,NH,
127,MT HITCHCOCK (E PK),3331,44.07611111,-71.51472222,NH,
128,FLAT MTN,3331,43.92861111,-71.46222222,NH,
129,BLUE MTN (W PK),3326,44.79027778,-71.50555556,NH,
130,MT KINEO,3313,43.92916667,-71.79888889,NH,
131,MT HUNTINGTON (E PK),3306,44.03888889,-71.46944444,NH,
132,BLACK MTN,3304,44.22527778,-71.15611111,NH,
133,BIG COOLIDGE MTN,3294,44.07944444,-71.64305556,NH,
134,CRYSTAL MTN (N PK),3279,44.9375,-71.21027778,NH,
135,UNNAMED PK BOUNDARY POND,3277,45.27055556,-71.11666667,NH,
136,KEARSARGE NORTH,3268,44.10583333,-71.09444444,NH,
137,BLACK CRESCENT MTN (S PK),3264,44.43944444,-71.27111111,NH,
138,BIG BICKFORD MTN,3261,44.19694444,-71.65472222,NH,
139,MT CRESCENT,3251,44.40416667,-71.29472222,NH,
140,ENGINE HILL (S PK),3244,44.19388889,-71.28277778,NH,
141,SMARTS MTN,3238,43.82555556,-72.03916667,NH,2190
142,PERCY PKS (S PK),3234,44.65638889,-71.43555556,NH,
143,DIAMOND RIDGE,3230,45.09194444,-71.13611111,NH,
144,CRYSTAL MTN (NW PK),3230,44.97222222,-71.23027778,NH,
145,MT CUSHMAN,3221,43.95833333,-71.77916667,NH,
146,BEAR MTN,3220,44.02944444,-71.30222222,NH,
147,WEST ROYCE MTN,3210,44.30222222,-71.01861111,NH,
148,MT PAUGUS,3198,43.95111111,-71.32944444,NH,
149,NORTH MOAT MTN,3196,44.04305556,-71.215,NH,
150,BLACK CRESCENT MTN (N PK),3196,44.44666667,-71.28027778,NH,
151,MT HITCHCOCK (N PK),3194,44.08722222,-71.54472222,NH,
152,CAVE MTN,3191,44.88388889,-71.26611111,NH,
153,DEER MTN (S PK),3190,45.18972222,-71.22583333,NH,
154,BLUE MTN (N PK),3190,44.82027778,-71.49305556,NH,
155,MONADNOCK MTN,3159,42.86083333,-72.10888889,NH,2160
156,MT CARDIGAN,3155,43.64916667,-71.91472222,NH,1922
157,MT HEDGEHOG,3140,43.94138889,-71.365,NH,
158,MT KENT,3137,45.23138889,-71.095,NH,
159,MT CRAWFORD,3119,44.13666667,-71.33305556,NH,
160,BLUE RIDGE (N PK),3102,44.95583333,-71.24694444,NH,
161,MT TUCKER (W PK),3097,44.94972222,-71.16666667,NH,
162,MT RANDOLPH (N PK),3097,44.39666667,-71.31694444,NH,
163,BALDHEAD MTN (S PK),3097,44.82222222,-71.36777778,NH,
164,MT PISGAH,3081,44.99555556,-71.21305556,NH,
165,LOON MTN (N PK),3065,44.03611111,-71.62166667,NH,
166,BALD CAP,3065,44.44944444,-71.10305556,NH,
167,MT HITCHCOCK (W PK),3064,44.07194444,-71.55333333,NH,
168,WOLF CUB GORDON POND PEAK,3063,44.07166667,-71.74,NH,
169,WHALEBACK MTN (S PK),3060,44.08,-71.60888889,NH,
170,NORTH DOUBLEHEAD,3053,44.16777778,-71.13055556,NH,
171,UNNAMED PK SHOAL POND,3051,44.14972222,-71.48138889,NH,
172,SPRUCE MTN (E PK),3010,44.72055556,-71.54888889,NH,
173,MT DURBAN,3010,45.29527778,-71.10527778,NH,
174,BLUE RIDGE (N PK),3009,44.0625,-71.76666667,NH,
175,MT ROSEBROOK,3004,44.24305556,-71.47166667,NH,
176,MT PARKER,3004,44.12361111,-71.29916667,NH,
177,JEFFERS,2994,44.033852,-71.902122,NH,714
178,MT SHAW,2990,43.74394,-71.274112,NH,2320
179,SUGAR HILL,2988,44.925,-71.31,NH,715
180,UNNAMED (SCOTT BOG PK),2981,45.218,-71.188,NH,218
181,BARTLETT HAYSTACK,2980,44.0519,-71.3271,NH,840
182,SOUTH CRYSTAL,2970,44.9225,-71.2131,NH,400
183,STAIRS (E PK) (THE FOOT STOOL),2967,44.15998,-71.302772,NH,200
184,HOWE,2966,44.3515,-71.0712,NH,206
185,ROGERS LEDGE,2965,44.55,-71.3619,NH,495
186,BLACK CRESCENT (S PK),2963,44.3515,-71.0712,NH,215
187,OWLS CLIFF,2951,44.044322,-71.358991,NH,280
188,FLAT MTN (S PK),2950,43.904108,-71.444693,NH,600
189,UNNAMED (PERRY PONDS PK),2948,45.2374,-71.2201,NH,498
190,MAGALLOWAY (W PK),2945,45.067,-71.181,NH,221
191,BLACK (NW PK),2944,44.8482,-71.1899,NH,774
192,BALDFACE (W PK),2941,44.2369,-71.1117,NH,351
193,EASTMAN,2939,44.2156,-71.062,NH,369
194,SOUTH DOUBLEHEAD,2938,44.161509,-71.131923,NH,221
195,MT KEARSARGE,2937,43.383245,-71.857142,NH,2100
196,BLACK MTN,2937,44.0483,-71.605,NH,317
197,PROSPECT HILL (W PK),2930,45.252,-71.233,NH,174
198,GREENS CLIFF,2926,44.0349,-71.4018,NH,946
199,TUMBLE DICK MTN,2910,44.9311,-71.2989,NH,200
200,BIG ATTITASH,2910,44.0465,-71.2308,NH,380
