Rank,Name,Elevation,Latitude,Longitude,State,Prominence
54,SEWARD MTN,4347,44.15972222,-74.2,NY,2035
55,BOUNDARY BALD MTN,3630,45.76666667,-70.20416667,ME,2002
56,HURRICANE MTN,3678,44.235,-73.71083333,NY,1988
57,GORE MTN,3332,44.91972222,-71.79416667,VT,1971
58,HOFFMAN MTN,3704,43.91138889,-73.81888889,NY,1962
59,BLUE MTN,3750,43.87222222,-74.40138889,NY,1939
60,MT CARDIGAN,3155,43.64916667,-71.91472222,NH,1925
61,BIG SPENCER MTN,3210,45.77555556,-69.44361111,ME,1920
62,MT ELLEN,4083,44.15972222,-72.92916667,VT,1873
63,GORE MTN,3573,43.67333333,-74.04888889,NY,1870
64,BELKNAP MTN,2382,43.518001,-71.369388,NH,1850
65,SADDLEBACK MTN,2998,45.509482,-69.135994,ME,1848
66,MT BLUE,3190,44.72805556,-70.3425,ME,1840
67,MOXIE MTN,2930,45.206782,-69.893914,ME,1823
68,ADAMS MTN,3214,44.04361111,-72.80916667,VT,1804
69,EAST KENNEBAGO MTN,3791,45.12166667,-70.6,ME,1801
70,BUNNEL MTN (BLUE MTN),3730,44.79138889,-71.47916667,NH,1800
71,BOLTON MTN,3690,44.44916667,-72.84027778,VT,1800
72,JACKSON MTN,3568,44.76222222,-70.52055556,ME,1798
73,PLATTEKILL MTN (N PK),3350,42.28555556,-74.66388889,NY,1780
74,PLATEAU MTN,3850,42.13805556,-74.17472222,NY,1780
75,LITTLE SPENCER MTN,3070,45.75833333,-69.53277778,ME,1780
76,BALD MTN,3310,44.76611111,-71.98888889,VT,1780
77,KEARSARGE NORTH,3268,44.10583333,-71.09444444,NH,1758
78,CRANE MTN,3250,43.54472222,-73.96277778,NY,1745
79,MT TECUMSEH,4003,43.96638889,-71.55694444,NH,1743
80,SHAWANGUNK HIGH POINT (SAMS POINT),2289,41.6875,-74.353,NY,1739
81,SPRUCE MTN,2416,44.4076,-70.5845,ME,1726
82,NORTH TURNER MTN,3325,45.9725,-68.84444444,ME,1715
83,LONG MTN (M PK),3661,44.6799,-71.3794,NH,1711
84,CHASE,2439,46.1086,-68.4779,ME,1709
85,KAATERSKILL HIGH PK,3655,42.16222222,-74.08055556,NY,1705
86,MT FIELD,4340,44.19611111,-71.43388889,NH,1702
87,KILBURN MTN,3881,44.30277778,-73.8825,NY,1700
88,VANDERWHACKER MTN,3409,43.89805556,-74.09638889,NY,1686
89,PUFFER MTN,3451,43.66138889,-74.2,NY,1670
90,DEBAR MTN,3310,44.60333333,-74.22083333,NY,1660
91,TICETONYK,2510,42.0032,-74.2175,NY,1640
92,LOWER AZISCOHOS MTN,3190,44.91416667,-71.0025,ME,1640
93,KEMPSHALL MTN,3363,44.02444444,-74.33,NY,1640
94,WAKELY MTN,3766,43.73694444,-74.51527778,NY,1631
95,UNNAMED (W RUTLAND),2110,43.623774,-73.085175,VT,1620
96,EVERETT,2613,42.102,-73.4325,MA,1619
97,PHARAOH,2556,43.8186,-73.658,NY,1606
98,VANDERBURG,1930,43.507,-73.4754,NY,1600
99,LOON LAKE MTNS (M PK),3330,44.55805556,-74.15194444,NY,1600
100,BURKE MTN,3270,44.57055556,-71.89333333,VT,1600
